Genome ID,Species,NDM,KPC,OXA,TEM,SHV,CTX_M,Efflux_Pump,Carbapenemase,Beta_lactamase
562.101319,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10132,Escherichia coli,1,0,0,0,0,0,0,0,1
562.101321,Escherichia coli,1,0,0,0,0,0,0,0,1
562.101322,Escherichia coli,1,0,0,0,0,0,0,0,1
562.101374,Escherichia coli,0,0,0,0,0,0,1,0,0
562.101377,Escherichia coli,1,0,0,0,0,0,0,0,1
562.101378,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10166,Escherichia coli,1,0,0,0,0,0,0,0,1
562.101986,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102131,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102132,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102133,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102134,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102136,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102394,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102396,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102397,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102398,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102793,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102794,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102795,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102813,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102816,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102831,Escherichia coli,1,0,0,0,0,0,0,0,1
562.102832,Escherichia coli,1,0,0,0,0,0,0,0,1
562.103951,Escherichia coli,1,0,0,0,0,0,0,0,1
562.103975,Escherichia coli,0,0,0,0,0,0,1,0,0
562.103979,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10398,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104047,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104048,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104049,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10405,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104051,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104052,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104053,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104054,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104055,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104056,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104057,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104058,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104059,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10406,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104061,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104062,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104063,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104064,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104065,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104066,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104067,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104068,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104069,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10407,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104071,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104072,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104073,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104074,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104075,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104076,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104077,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104078,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104079,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10408,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104081,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104082,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104083,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104084,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104085,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104086,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104087,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104088,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104089,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10409,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104091,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104092,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104093,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104094,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104095,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104096,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104097,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104098,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104099,Escherichia coli,1,0,0,0,0,0,0,0,1
562.1041,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104101,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104102,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104103,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104104,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104105,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104106,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104107,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104108,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104109,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10411,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104111,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104112,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104113,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104114,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104115,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104116,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104117,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104118,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104119,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10412,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104121,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104123,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104124,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104125,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104126,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104127,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104128,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104129,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10413,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104131,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104132,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104133,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104134,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104135,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104136,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104137,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104138,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104139,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10414,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104141,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104142,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104191,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104192,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104193,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104261,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104262,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104264,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104265,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104272,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104274,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104278,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10428,Escherichia coli,1,0,0,0,0,0,0,0,1
562.104285,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106028,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106031,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106057,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106063,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106065,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106094,Escherichia coli,1,0,0,0,0,0,0,0,1
562.106121,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10613,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107119,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10719,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107191,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107192,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107309,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10731,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107311,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107312,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107313,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107314,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107315,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107316,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107317,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107319,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10732,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107497,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107503,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107505,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107506,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107508,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107511,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107512,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107514,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107515,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107516,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107517,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107519,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10752,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107521,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107525,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107527,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107528,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10753,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107532,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107533,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107546,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107572,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107577,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107578,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107581,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107591,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107592,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107593,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107595,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107596,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107597,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107602,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107606,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107607,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107608,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107609,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107611,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107614,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107615,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107616,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107617,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107618,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107619,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10762,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107621,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107622,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107623,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107624,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107625,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107626,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107627,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107628,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107631,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107632,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107634,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107644,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107645,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10765,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107651,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107654,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107667,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10767,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107671,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107672,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107677,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107679,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10768,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107681,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107683,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107684,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107686,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107692,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107693,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107711,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107713,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107731,Escherichia coli,1,0,0,0,0,0,0,0,1
562.107736,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10825,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108445,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10847,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108471,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108529,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108531,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108674,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108681,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108682,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108683,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108685,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10879,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108832,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108833,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108864,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108865,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108866,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10887,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108872,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10888,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108886,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108887,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108902,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108912,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108915,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108936,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108938,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108942,Escherichia coli,1,0,0,0,0,0,0,0,1
562.108953,Escherichia coli,1,0,0,0,0,0,0,0,1
562.10896,Escherichia coli,1,0,0,0,0,0,0,0,1
562.109772,Escherichia coli,1,0,0,0,0,0,0,0,1
562.109773,Escherichia coli,1,0,0,0,0,0,0,0,1
562.109783,Escherichia coli,1,0,0,0,0,0,0,0,1
562.109883,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110578,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11058,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110599,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11068,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110726,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110764,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110765,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110774,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110832,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110833,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110836,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110838,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11084,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110842,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110846,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11085,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110852,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110853,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110854,Escherichia coli,1,0,0,0,0,0,0,0,1
